-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Regional 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = na meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
QV2M MERRA2 1/2x1/2 Specific Humidity at 2 Meters (g/kg) 
WS10M_RANGE MERRA2 1/2x1/2 Wind Speed Range at 10 Meters (m/s) 
KT SRB/FLASHFlux 1/2x1/2 Insolation Clearness Index (dimensionless) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
PRECTOT MERRA2 1/2x1/2 Precipitation (mm day-1) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M,WS10M_RANGE,WS10M,ALLSKY_SFC_SW_DWN,PRECTOT,KT,CLRSKY_SFC_SW_DWN
35.75,-100.75,2020,09,15,    9.00,    2.90,    2.74,              5.28,    0.00,              0.60,-999
35.75,-100.25,2020,09,15,    9.32,    3.36,    2.30,              5.28,    0.00,              0.60,-999
35.75,-99.75,2020,09,15,   10.12,    3.56,    1.91,              3.91,    0.00,              0.44,-999
35.75,-99.25,2020,09,15,   11.20,    2.53,    1.89,              3.91,    0.00,              0.44,-999
35.75,-98.75,2020,09,15,   12.01,    1.94,    1.82,              4.47,    0.00,              0.51,-999
35.75,-98.25,2020,09,15,   12.25,    1.84,    1.60,              4.47,    0.00,              0.51,-999
35.75,-97.75,2020,09,15,   12.53,    2.00,    1.44,              4.70,    0.00,              0.53,-999
35.75,-97.25,2020,09,15,   12.75,    1.86,    1.54,              4.70,    0.00,              0.53,-999
35.75,-96.75,2020,09,15,   12.88,    1.59,    1.80,              4.66,    0.00,              0.53,-999
36.25,-101.25,2020,09,15,    8.98,    2.25,    3.25,              6.22,    0.00,              0.71,              6.35
36.25,-100.75,2020,09,15,    8.89,    2.44,    3.00,              6.22,    0.00,              0.71,              6.32
36.25,-100.25,2020,09,15,    9.04,    2.80,    2.74,              6.22,    0.00,              0.71,              6.32
36.25,-99.75,2020,09,15,    9.67,    3.17,    2.37,              5.96,    0.00,              0.68,              6.24
36.25,-99.25,2020,09,15,   10.68,    3.39,    1.97,              5.96,    0.00,              0.68,              6.24
36.25,-98.75,2020,09,15,   11.69,    2.46,    1.89,              4.82,    0.00,              0.55,-999
36.25,-98.25,2020,09,15,   11.95,    1.95,    1.71,              4.82,    0.00,              0.55,-999
36.25,-97.75,2020,09,15,   12.05,    2.13,    1.56,              4.55,    0.00,              0.52,-999
36.25,-97.25,2020,09,15,   12.05,    2.21,    1.59,              4.55,    0.00,              0.52,-999
36.25,-96.75,2020,09,15,   12.06,    2.55,    1.81,              4.76,    0.00,              0.54,-999
36.75,-101.25,2020,09,15,    8.88,    2.16,    3.34,              6.22,    0.00,              0.71,              6.35
36.75,-100.75,2020,09,15,    8.80,    1.82,    3.14,              6.22,    0.00,              0.71,              6.32
36.75,-100.25,2020,09,15,    8.89,    2.22,    2.93,              6.22,    0.00,              0.71,              6.32
36.75,-99.75,2020,09,15,    9.41,    2.52,    2.69,              5.96,    0.00,              0.68,              6.24
36.75,-99.25,2020,09,15,   10.34,    2.83,    2.38,              5.96,    0.00,              0.68,              6.24
36.75,-98.75,2020,09,15,   11.45,    3.10,    2.10,              4.82,    0.00,              0.55,-999
36.75,-98.25,2020,09,15,   11.75,    2.40,    1.91,              4.82,    0.00,              0.55,-999
36.75,-97.75,2020,09,15,   11.76,    2.28,    1.78,              4.55,    0.00,              0.52,-999
36.75,-97.25,2020,09,15,   11.68,    2.12,    1.74,              4.55,    0.00,              0.52,-999
36.75,-96.75,2020,09,15,   11.68,    2.53,    1.78,              4.76,    0.01,              0.54,-999
37.25,-101.25,2020,09,15,    8.68,    1.96,    3.46,              6.23,    0.00,              0.72,              6.31
37.25,-100.75,2020,09,15,    8.69,    2.17,    3.33,              6.24,    0.00,              0.72,              6.28
37.25,-100.25,2020,09,15,    8.83,    1.97,    3.13,              6.24,    0.00,              0.72,              6.28
37.25,-99.75,2020,09,15,    9.27,    2.11,    2.95,              6.16,    0.00,              0.71,              6.24
37.25,-99.25,2020,09,15,   10.07,    2.17,    2.77,              6.16,    0.00,              0.71,              6.24
37.25,-98.75,2020,09,15,   11.15,    3.44,    2.59,              5.81,    0.00,              0.67,              6.09
37.25,-98.25,2020,09,15,   11.56,    3.58,    2.14,              5.81,    0.00,              0.67,              6.09
37.25,-97.75,2020,09,15,   11.67,    2.57,    2.00,              5.21,    0.00,              0.60,-999
37.25,-97.25,2020,09,15,   11.63,    2.13,    1.91,              5.21,    0.00,              0.60,-999
37.25,-96.75,2020,09,15,   11.59,    2.05,    1.86,              4.82,    0.01,              0.56,-999
32.75,-101.25,2020,09,16,   11.81,    3.73,    2.31,              6.10,    2.57,              0.67,-999
32.75,-100.75,2020,09,16,   12.31,    2.75,    2.23,              5.92,    1.03,              0.65,-999
32.75,-100.25,2020,09,16,   12.80,    2.82,    2.19,              5.92,    0.32,              0.65,-999
32.75,-99.75,2020,09,16,   13.44,    4.02,    2.20,              5.37,    0.16,              0.59,-999
32.75,-99.25,2020,09,16,   14.21,    3.59,    2.39,              5.37,    0.30,              0.59,-999
32.75,-98.75,2020,09,16,   14.91,    3.21,    2.42,              4.20,    0.58,              0.46,-999
32.75,-98.25,2020,09,16,   15.28,    3.20,    2.12,              4.20,    0.86,              0.46,-999
32.75,-97.75,2020,09,16,   15.45,    2.70,    2.11,              3.83,    0.88,              0.42,-999
32.75,-97.25,2020,09,16,   15.41,    2.37,    2.26,              3.83,    0.66,              0.42,-999
32.75,-96.75,2020,09,16,   15.29,    2.27,    2.50,              4.55,    0.33,              0.50,-999
33.25,-101.25,2020,09,16,   11.08,    4.45,    2.60,              5.78,    1.46,              0.64,-999
33.25,-100.75,2020,09,16,   11.74,    3.98,    2.48,              5.85,    0.57,              0.65,-999
33.25,-100.25,2020,09,16,   12.39,    3.41,    2.35,              5.85,    0.17,              0.65,-999
33.25,-99.75,2020,09,16,   13.13,    3.43,    2.25,              5.99,    0.08,              0.67,-999
33.25,-99.25,2020,09,16,   13.94,    4.05,    2.25,              5.99,    0.15,              0.67,-999
33.25,-98.75,2020,09,16,   14.65,    3.04,    2.34,              5.54,    0.26,              0.62,-999
33.25,-98.25,2020,09,16,   14.91,    2.95,    2.12,              5.54,    0.50,              0.62,-999
33.25,-97.75,2020,09,16,   15.08,    2.55,    2.07,              4.90,    0.52,              0.55,-999
33.25,-97.25,2020,09,16,   15.09,    2.19,    2.19,              4.90,    0.40,              0.55,-999
33.25,-96.75,2020,09,16,   14.97,    2.30,    2.43,              4.55,    0.21,              0.51,-999
33.75,-101.25,2020,09,16,   10.23,    4.62,    2.90,              5.78,    0.38,              0.64,-999
33.75,-100.75,2020,09,16,   11.09,    4.81,    2.73,              5.85,    0.15,              0.65,-999
33.75,-100.25,2020,09,16,   11.90,    4.07,    2.52,              5.85,    0.04,              0.65,-999
33.75,-99.75,2020,09,16,   12.75,    3.74,    2.36,              5.99,    0.02,              0.67,-999
33.75,-99.25,2020,09,16,   13.62,    3.57,    2.27,              5.99,    0.03,              0.67,-999
33.75,-98.75,2020,09,16,   14.35,    3.43,    2.21,              5.54,    0.06,              0.62,-999
33.75,-98.25,2020,09,16,   14.59,    2.68,    2.03,              5.54,    0.16,              0.62,-999
33.75,-97.75,2020,09,16,   14.71,    2.08,    1.99,              4.90,    0.19,              0.55,-999
33.75,-97.25,2020,09,16,   14.69,    1.85,    2.11,              4.90,    0.16,              0.55,-999
33.75,-96.75,2020,09,16,   14.56,    2.25,    2.31,              4.55,    0.08,              0.51,-999
34.25,-101.25,2020,09,16,    9.61,    4.87,    2.96,              6.20,    0.04,              0.70,-999
34.25,-100.75,2020,09,16,   10.61,    4.05,    2.75,              6.11,    0.02,              0.69,-999
34.25,-100.25,2020,09,16,   11.51,    3.95,    2.56,              6.11,    0.01,              0.69,-999
34.25,-99.75,2020,09,16,   12.40,    3.91,    2.38,              6.00,    0.00,              0.68,-999
34.25,-99.25,2020,09,16,   13.24,    3.52,    2.31,              6.00,    0.00,              0.68,-999
34.25,-98.75,2020,09,16,   13.88,    3.48,    2.19,              5.73,    0.01,              0.65,-999
34.25,-98.25,2020,09,16,   14.21,    2.87,    1.91,              5.73,    0.02,              0.65,-999
34.25,-97.75,2020,09,16,   14.34,    1.94,    1.84,              5.35,    0.03,              0.60,-999
34.25,-97.25,2020,09,16,   14.24,    1.73,    1.94,              5.35,    0.03,              0.60,-999
34.25,-96.75,2020,09,16,   14.02,    2.15,    2.13,              4.96,    0.01,              0.56,-999
34.75,-101.25,2020,09,16,    9.17,    4.37,    2.86,              6.20,    0.00,              0.70,-999
34.75,-100.75,2020,09,16,   10.28,    3.08,    2.67,              6.11,    0.00,              0.69,-999
34.75,-100.25,2020,09,16,   11.20,    2.92,    2.55,              6.11,    0.00,              0.69,-999
34.75,-99.75,2020,09,16,   12.02,    3.63,    2.43,              6.00,    0.00,              0.68,-999
34.75,-99.25,2020,09,16,   12.74,    4.06,    2.39,              6.00,    0.00,              0.68,-999
34.75,-98.75,2020,09,16,   13.27,    2.99,    2.31,              5.73,    0.00,              0.65,-999
34.75,-98.25,2020,09,16,   13.69,    2.76,    1.93,              5.73,    0.00,              0.65,-999
34.75,-97.75,2020,09,16,   13.87,    2.50,    1.70,              5.35,    0.00,              0.60,-999
34.75,-97.25,2020,09,16,   13.76,    2.10,    1.71,              5.35,    0.00,              0.60,-999
34.75,-96.75,2020,09,16,   13.48,    2.19,    1.88,              4.96,    0.00,              0.56,-999
35.25,-101.25,2020,09,16,    8.84,    3.97,    3.08,              6.26,    0.00,              0.71,              6.38
35.25,-100.75,2020,09,16,    9.92,    3.37,    2.88,              6.13,    0.00,              0.70,-999
35.25,-100.25,2020,09,16,   10.81,    3.28,    2.74,              6.13,    0.00,              0.70,-999
35.25,-99.75,2020,09,16,   11.55,    3.72,    2.62,              5.82,    0.00,              0.66,-999
35.25,-99.25,2020,09,16,   12.16,    4.33,    2.56,              5.82,    0.00,              0.66,-999
35.25,-98.75,2020,09,16,   12.67,    3.37,    2.49,              5.62,    0.00,              0.64,-999
35.25,-98.25,2020,09,16,   13.14,    2.45,    2.16,              5.62,    0.00,              0.64,-999
35.25,-97.75,2020,09,16,   13.34,    2.13,    1.86,              5.63,    0.00,              0.64,-999
35.25,-97.25,2020,09,16,   13.22,    2.53,    1.67,              5.63,    0.00,              0.64,-999
35.25,-96.75,2020,09,16,   12.91,    2.63,    1.75,              5.65,    0.00,              0.64,              6.00
35.75,-101.25,2020,09,16,    8.64,    4.45,    3.39,              6.26,    0.00,              0.71,              6.38
35.75,-100.75,2020,09,16,    9.55,    3.92,    3.26,              6.13,    0.00,              0.70,-999
35.75,-100.25,2020,09,16,   10.39,    4.16,    3.09,              6.13,    0.00,              0.70,-999
35.75,-99.75,2020,09,16,   11.12,    4.39,    2.94,              5.82,    0.00,              0.66,-999
35.75,-99.25,2020,09,16,   11.73,    4.44,    2.81,              5.82,    0.00,              0.66,-999
35.75,-98.75,2020,09,16,   12.23,    3.64,    2.70,              5.62,    0.00,              0.64,-999
35.75,-98.25,2020,09,16,   12.72,    2.61,    2.39,              5.62,    0.00,              0.64,-999
35.75,-97.75,2020,09,16,   12.85,    2.26,    2.05,              5.63,    0.00,              0.64,-999
35.75,-97.25,2020,09,16,   12.63,    2.68,    1.80,              5.63,    0.00,              0.64,-999
35.75,-96.75,2020,09,16,   12.26,    2.96,    1.83,              5.65,    0.01,              0.64,              6.00
36.25,-101.25,2020,09,16,    8.56,    4.54,    3.54,              6.20,    0.00,              0.71,              6.34
36.25,-100.75,2020,09,16,    9.27,    4.62,    3.55,              6.14,    0.00,              0.71,              6.26
36.25,-100.25,2020,09,16,   10.11,    4.84,    3.42,              6.14,    0.00,              0.71,              6.26
36.25,-99.75,2020,09,16,   10.89,    4.69,    3.20,              5.87,    0.00,              0.68,              6.17
36.25,-99.25,2020,09,16,   11.53,    4.28,    2.95,              5.87,    0.00,              0.68,              6.17
36.25,-98.75,2020,09,16,   12.06,    3.51,    2.74,              5.31,    0.00,              0.61,-999
36.25,-98.25,2020,09,16,   12.45,    2.58,    2.43,              5.31,    0.00,              0.61,-999
36.25,-97.75,2020,09,16,   12.39,    2.59,    2.07,              5.28,    0.00,              0.61,-999
36.25,-97.25,2020,09,16,   12.11,    2.84,    1.87,              5.28,    0.01,              0.61,-999
36.25,-96.75,2020,09,16,   11.86,    2.70,    1.96,              5.47,    0.01,              0.63,-999
36.75,-101.25,2020,09,16,    8.48,    4.81,    3.74,              6.20,    0.00,              0.71,              6.34
36.75,-100.75,2020,09,16,    8.99,    5.23,    3.72,              6.14,    0.00,              0.71,              6.26
36.75,-100.25,2020,09,16,    9.79,    5.25,    3.55,              6.14,    0.00,              0.71,              6.26
36.75,-99.75,2020,09,16,   10.65,    4.95,    3.25,              5.87,    0.00,              0.68,              6.17
36.75,-99.25,2020,09,16,   11.36,    4.52,    2.93,              5.87,    0.00,              0.68,              6.17
36.75,-98.75,2020,09,16,   11.84,    4.71,    2.68,              5.31,    0.00,              0.61,-999
36.75,-98.25,2020,09,16,   12.14,    3.96,    2.40,              5.31,    0.00,              0.61,-999
36.75,-97.75,2020,09,16,   12.03,    3.22,    2.09,              5.28,    0.00,              0.61,-999
36.75,-97.25,2020,09,16,   11.85,    2.69,    1.86,              5.28,    0.00,              0.61,-999
36.75,-96.75,2020,09,16,   11.79,    2.07,    1.98,              5.47,    0.00,              0.63,-999
37.25,-101.25,2020,09,16,    8.39,    4.70,    3.92,              6.05,    0.00,              0.70,              6.22
37.25,-100.75,2020,09,16,    8.75,    5.13,    3.86,              6.05,    0.00,              0.71,              6.19
37.25,-100.25,2020,09,16,    9.43,    5.26,    3.73,              6.05,    0.00,              0.71,              6.19
37.25,-99.75,2020,09,16,   10.23,    5.29,    3.50,              5.98,    0.00,              0.70,              6.12
37.25,-99.25,2020,09,16,   10.96,    4.71,    3.23,              5.98,    0.00,              0.70,              6.12
37.25,-98.75,2020,09,16,   11.35,    4.82,    2.97,              5.62,    0.00,              0.66,-999
37.25,-98.25,2020,09,16,   11.69,    5.01,    2.63,              5.62,    0.00,              0.66,-999
37.25,-97.75,2020,09,16,   11.75,    4.47,    2.26,              4.72,    0.00,              0.55,-999
37.25,-97.25,2020,09,16,   11.77,    3.16,    1.86,              4.72,    0.00,              0.55,-999
37.25,-96.75,2020,09,16,   11.77,    2.40,    1.80,              5.17,    0.00,              0.60,-999
32.75,-101.25,2020,09,17,   11.19,    5.01,    4.16,              5.70,    0.45,              0.63,-999
32.75,-100.75,2020,09,17,   11.90,    5.04,    4.15,              5.50,    1.00,              0.61,-999
32.75,-100.25,2020,09,17,   12.52,    4.77,    4.15,              5.50,    1.09,              0.61,-999
32.75,-99.75,2020,09,17,   13.01,    4.34,    4.09,              5.50,    0.77,              0.61,-999
32.75,-99.25,2020,09,17,   13.35,    3.91,    3.91,              5.50,    0.33,              0.61,-999
32.75,-98.75,2020,09,17,   13.56,    3.44,    3.62,              5.29,    0.27,              0.59,-999
32.75,-98.25,2020,09,17,   13.72,    2.98,    3.31,              5.29,    0.44,              0.59,-999
32.75,-97.75,2020,09,17,   13.95,    2.64,    3.19,              5.14,    0.50,              0.57,-999
32.75,-97.25,2020,09,17,   14.11,    2.29,    3.20,              5.14,    0.67,              0.57,-999
32.75,-96.75,2020,09,17,   13.99,    1.85,    3.30,              3.91,    1.10,              0.44,-999
33.25,-101.25,2020,09,17,   10.62,    4.80,    4.19,              5.57,    0.16,              0.62,-999
33.25,-100.75,2020,09,17,   11.33,    4.93,    4.22,              4.87,    0.25,              0.55,-999
33.25,-100.25,2020,09,17,   12.04,    4.67,    4.17,              4.87,    0.26,              0.55,-999
33.25,-99.75,2020,09,17,   12.64,    4.32,    4.07,              5.33,    0.19,              0.60,-999
33.25,-99.25,2020,09,17,   13.05,    4.02,    3.92,              5.33,    0.12,              0.60,-999
33.25,-98.75,2020,09,17,   13.22,    3.80,    3.73,              5.74,    0.15,              0.64,-999
33.25,-98.25,2020,09,17,   13.14,    3.49,    3.51,              5.74,    0.28,              0.64,-999
33.25,-97.75,2020,09,17,   13.37,    3.16,    3.39,              5.49,    0.32,              0.62,-999
33.25,-97.25,2020,09,17,   13.60,    2.72,    3.39,              5.49,    0.38,              0.62,-999
33.25,-96.75,2020,09,17,   13.54,    2.40,    3.43,              5.41,    0.50,              0.61,-999
33.75,-101.25,2020,09,17,   10.14,    4.34,    4.18,              5.57,    0.04,              0.62,-999
33.75,-100.75,2020,09,17,   10.78,    4.57,    4.27,              4.87,    0.02,              0.55,-999
33.75,-100.25,2020,09,17,   11.48,    4.32,    4.26,              4.87,    0.02,              0.55,-999
33.75,-99.75,2020,09,17,   12.15,    4.04,    4.17,              5.33,    0.02,              0.60,-999
33.75,-99.25,2020,09,17,   12.69,    3.85,    4.02,              5.33,    0.03,              0.60,-999
33.75,-98.75,2020,09,17,   12.98,    3.79,    3.85,              5.74,    0.06,              0.64,-999
33.75,-98.25,2020,09,17,   12.88,    3.67,    3.71,              5.74,    0.13,              0.64,-999
33.75,-97.75,2020,09,17,   13.07,    3.44,    3.60,              5.49,    0.16,              0.62,-999
33.75,-97.25,2020,09,17,   13.26,    3.19,    3.59,              5.49,    0.15,              0.62,-999
33.75,-96.75,2020,09,17,   13.24,    2.83,    3.57,              5.41,    0.11,              0.61,-999
34.25,-101.25,2020,09,17,    9.77,    3.92,    3.97,              5.87,    0.01,              0.67,-999
34.25,-100.75,2020,09,17,   10.29,    3.96,    4.16,              5.23,    0.01,              0.59,-999
34.25,-100.25,2020,09,17,   10.89,    3.82,    4.28,              5.23,    0.00,              0.59,-999
34.25,-99.75,2020,09,17,   11.56,    3.57,    4.30,              5.68,    0.00,              0.64,-999
34.25,-99.25,2020,09,17,   12.18,    3.36,    4.23,              5.68,    0.00,              0.64,-999
34.25,-98.75,2020,09,17,   12.59,    3.37,    4.07,              5.86,    0.01,              0.66,              6.11
34.25,-98.25,2020,09,17,   12.64,    3.40,    3.93,              5.86,    0.03,              0.66,              6.11
34.25,-97.75,2020,09,17,   12.85,    3.25,    3.79,              5.94,    0.03,              0.67,-999
34.25,-97.25,2020,09,17,   13.03,    3.32,    3.74,              5.94,    0.02,              0.67,-999
34.25,-96.75,2020,09,17,   12.97,    3.16,    3.72,              5.96,    0.01,              0.68,-999
34.75,-101.25,2020,09,17,    9.52,    3.70,    3.68,              5.87,    0.00,              0.67,-999
34.75,-100.75,2020,09,17,    9.91,    3.79,    3.99,              5.23,    0.00,              0.59,-999
34.75,-100.25,2020,09,17,   10.40,    3.44,    4.25,              5.23,    0.00,              0.59,-999
34.75,-99.75,2020,09,17,   10.98,    3.06,    4.39,              5.68,    0.00,              0.64,-999
34.75,-99.25,2020,09,17,   11.57,    2.79,    4.41,              5.68,    0.00,              0.64,-999
34.75,-98.75,2020,09,17,   12.05,    2.75,    4.28,              5.86,    0.00,              0.66,              6.11
34.75,-98.25,2020,09,17,   12.21,    2.80,    4.08,              5.86,    0.00,              0.66,              6.11
34.75,-97.75,2020,09,17,   12.36,    2.62,    3.90,              5.94,    0.00,              0.67,-999
34.75,-97.25,2020,09,17,   12.56,    2.69,    3.81,              5.94,    0.00,              0.67,-999
34.75,-96.75,2020,09,17,   12.57,    2.70,    3.82,              5.96,    0.00,              0.68,-999
35.25,-101.25,2020,09,17,    9.32,    2.85,    3.46,              6.08,    0.00,              0.70,              6.28
35.25,-100.75,2020,09,17,    9.59,    3.39,    3.77,              5.95,    0.00,              0.68,              6.21
35.25,-100.25,2020,09,17,    9.98,    3.37,    4.07,              5.95,    0.00,              0.68,              6.21
35.25,-99.75,2020,09,17,   10.44,    3.11,    4.30,              5.87,    0.00,              0.67,-999
35.25,-99.25,2020,09,17,   10.92,    2.89,    4.40,              5.87,    0.00,              0.67,-999
35.25,-98.75,2020,09,17,   11.39,    2.76,    4.31,              5.85,    0.00,              0.67,              6.09
35.25,-98.25,2020,09,17,   11.70,    2.56,    4.04,              5.85,    0.00,              0.67,              6.09
35.25,-97.75,2020,09,17,   11.76,    2.21,    3.85,              5.82,    0.00,              0.67,              6.03
35.25,-97.25,2020,09,17,   11.91,    1.98,    3.75,              5.82,    0.00,              0.67,              6.03
35.25,-96.75,2020,09,17,   11.95,    1.99,    3.80,              5.64,    0.00,              0.65,              6.01
35.75,-101.25,2020,09,17,    8.99,    1.67,    3.23,              6.08,    0.00,              0.70,              6.28
35.75,-100.75,2020,09,17,    9.18,    2.41,    3.51,              5.95,    0.00,              0.68,              6.21
35.75,-100.25,2020,09,17,    9.49,    2.93,    3.81,              5.95,    0.00,              0.68,              6.21
35.75,-99.75,2020,09,17,    9.86,    2.99,    4.09,              5.87,    0.00,              0.67,-999
35.75,-99.25,2020,09,17,   10.27,    2.91,    4.25,              5.87,    0.00,              0.67,-999
35.75,-98.75,2020,09,17,   10.71,    2.90,    4.23,              5.85,    0.00,              0.67,              6.09
35.75,-98.25,2020,09,17,   11.12,    2.64,    3.93,              5.85,    0.00,              0.67,              6.09
35.75,-97.75,2020,09,17,   11.23,    2.27,    3.74,              5.82,    0.00,              0.67,              6.03
35.75,-97.25,2020,09,17,   11.35,    2.19,    3.66,              5.82,    0.00,              0.67,              6.03
35.75,-96.75,2020,09,17,   11.30,    2.31,    3.73,              5.64,    0.00,              0.65,              6.01
36.25,-101.25,2020,09,17,    8.54,    1.19,    2.85,              6.05,    0.00,              0.70,              6.24
36.25,-100.75,2020,09,17,    8.68,    1.37,    3.15,              6.04,    0.00,              0.70,              6.17
36.25,-100.25,2020,09,17,    8.95,    2.01,    3.42,              6.04,    0.00,              0.70,              6.17
36.25,-99.75,2020,09,17,    9.31,    2.43,    3.66,              5.98,    0.00,              0.69,              6.11
36.25,-99.25,2020,09,17,    9.70,    2.58,    3.86,              5.98,    0.00,              0.69,              6.11
36.25,-98.75,2020,09,17,   10.11,    2.59,    4.00,              5.89,    0.00,              0.68,              6.05
36.25,-98.25,2020,09,17,   10.48,    2.52,    3.93,              5.89,    0.00,              0.68,              6.05
36.25,-97.75,2020,09,17,   10.61,    2.50,    3.83,              5.82,    0.00,              0.67,-999
36.25,-97.25,2020,09,17,   10.75,    2.69,    3.73,              5.82,    0.00,              0.67,-999
36.25,-96.75,2020,09,17,   10.75,    2.78,    3.73,              5.76,    0.00,              0.67,-999
36.75,-101.25,2020,09,17,    8.07,    1.78,    2.45,              6.05,    0.00,              0.70,              6.24
36.75,-100.75,2020,09,17,    8.21,    1.23,    2.69,              6.04,    0.00,              0.70,              6.17
36.75,-100.25,2020,09,17,    8.45,    1.52,    2.93,              6.04,    0.00,              0.70,              6.17
36.75,-99.75,2020,09,17,    8.75,    2.10,    3.18,              5.98,    0.00,              0.69,              6.11
36.75,-99.25,2020,09,17,    9.10,    2.50,    3.46,              5.98,    0.00,              0.69,              6.11
36.75,-98.75,2020,09,17,    9.42,    2.67,    3.76,              5.89,    0.00,              0.68,              6.05
36.75,-98.25,2020,09,17,    9.73,    2.64,    3.96,              5.89,    0.00,              0.68,              6.05
36.75,-97.75,2020,09,17,    9.88,    2.17,    4.00,              5.82,    0.00,              0.67,-999
36.75,-97.25,2020,09,17,   10.09,    2.13,    3.96,              5.82,    0.00,              0.67,-999
36.75,-96.75,2020,09,17,   10.17,    2.62,    3.90,              5.76,    0.00,              0.67,-999
37.25,-101.25,2020,09,17,    7.65,    3.21,    2.19,              6.13,    0.00,              0.72,              6.18
37.25,-100.75,2020,09,17,    7.89,    2.21,    2.32,              6.11,    0.00,              0.72,              6.12
37.25,-100.25,2020,09,17,    8.08,    1.89,    2.59,              6.11,    0.00,              0.72,              6.12
37.25,-99.75,2020,09,17,    8.28,    2.10,    2.94,              6.02,    0.00,              0.71,              6.07
37.25,-99.25,2020,09,17,    8.50,    2.44,    3.31,              6.02,    0.00,              0.71,              6.07
37.25,-98.75,2020,09,17,    8.70,    2.63,    3.67,              5.95,    0.00,              0.70,              6.02
37.25,-98.25,2020,09,17,    8.96,    2.62,    3.89,              5.95,    0.00,              0.70,              6.02
37.25,-97.75,2020,09,17,    9.18,    2.58,    3.99,              5.95,    0.00,              0.70,              5.98
37.25,-97.25,2020,09,17,    9.43,    2.32,    4.10,              5.95,    0.00,              0.70,              5.98
37.25,-96.75,2020,09,17,    9.53,    1.92,    4.11,              5.90,    0.00,              0.69,              5.96
32.75,-101.25,2020,09,18,    9.93,    3.65,    4.13,              5.99,    0.00,              0.67,-999
32.75,-100.75,2020,09,18,   10.65,    3.20,    4.11,              5.86,    0.00,              0.66,-999
32.75,-100.25,2020,09,18,   11.34,    2.71,    3.92,              5.86,    0.00,              0.66,-999
32.75,-99.75,2020,09,18,   11.87,    2.61,    3.70,              5.58,    0.00,              0.62,              6.35
32.75,-99.25,2020,09,18,   12.18,    2.60,    3.53,              5.58,    0.00,              0.62,              6.35
32.75,-98.75,2020,09,18,   12.27,    2.45,    3.46,              5.38,    0.00,              0.60,-999
32.75,-98.25,2020,09,18,   12.26,    2.44,    3.50,              5.38,    0.00,              0.60,-999
32.75,-97.75,2020,09,18,   12.33,    2.55,    3.66,              5.44,    0.00,              0.61,              6.21
32.75,-97.25,2020,09,18,   12.34,    2.77,    3.87,              5.44,    0.00,              0.61,              6.21
32.75,-96.75,2020,09,18,   12.36,    2.97,    4.13,              5.50,    0.00,              0.61,              6.17
33.25,-101.25,2020,09,18,    9.08,    3.78,    4.02,              6.12,    0.00,              0.69,              6.41
33.25,-100.75,2020,09,18,    9.75,    3.62,    4.07,              5.95,    0.00,              0.67,              6.34
33.25,-100.25,2020,09,18,   10.50,    3.16,    3.90,              5.95,    0.00,              0.67,              6.34
33.25,-99.75,2020,09,18,   11.16,    2.69,    3.67,              6.10,    0.00,              0.69,              6.31
33.25,-99.25,2020,09,18,   11.61,    2.41,    3.50,              6.10,    0.00,              0.69,              6.31
33.25,-98.75,2020,09,18,   11.81,    2.27,    3.40,              5.91,    0.00,              0.67,              6.26
33.25,-98.25,2020,09,18,   11.79,    2.43,    3.43,              5.91,    0.00,              0.67,              6.26
33.25,-97.75,2020,09,18,   11.95,    2.58,    3.53,              5.74,    0.00,              0.65,              6.19
33.25,-97.25,2020,09,18,   12.12,    2.73,    3.72,              5.74,    0.00,              0.65,              6.19
33.25,-96.75,2020,09,18,   12.24,    2.74,    3.98,              5.57,    0.00,              0.63,              6.14
33.75,-101.25,2020,09,18,    8.52,    3.58,    3.78,              6.12,    0.00,              0.69,              6.41
33.75,-100.75,2020,09,18,    9.05,    3.63,    3.85,              5.95,    0.00,              0.67,              6.34
33.75,-100.25,2020,09,18,    9.67,    3.24,    3.79,              5.95,    0.00,              0.67,              6.34
33.75,-99.75,2020,09,18,   10.28,    2.75,    3.66,              6.10,    0.00,              0.69,              6.31
33.75,-99.25,2020,09,18,   10.80,    2.27,    3.54,              6.10,    0.00,              0.69,              6.31
33.75,-98.75,2020,09,18,   11.14,    1.95,    3.44,              5.91,    0.00,              0.67,              6.26
33.75,-98.25,2020,09,18,   11.21,    2.15,    3.43,              5.91,    0.00,              0.67,              6.26
33.75,-97.75,2020,09,18,   11.40,    2.28,    3.45,              5.74,    0.00,              0.65,              6.19
