LAT,LON,YEAR,MO,DY,Humidity,Wind Speed, Sky Insolation on a Horizontal Surface (kW-hr/m^2/day) ,Precipitation mm/day
37.25,-100.25,2020,11,20,4.51,5.89,2.88,0
37.25,-99.75,2020,11,20,4.78,6.17,2.89,0
37.25,-99.25,2020,11,20,5.07,6.39,2.89,0
37.25,-98.75,2020,11,20,5.45,6.47,2.44,0
37.25,-98.25,2020,11,20,6.16,5.86,2.44,0.02
37.25,-97.75,2020,11,20,7.02,5.17,1.79,0.02
37.25,-97.25,2020,11,20,7.94,4.66,1.79,0.04
37.25,-96.75,2020,11,20,8.54,4.04,1.23,0.15
32.75,-101.25,2020,11,21,8.38,3.34,3.04,0
32.75,-100.75,2020,11,21,8.51,3.08,3.09,0
32.75,-100.25,2020,11,21,8.65,3.09,3.09,0
32.75,-99.75,2020,11,21,8.84,3.19,3.18,0
32.75,-99.25,2020,11,21,9.06,3.28,3.18,0
32.75,-98.75,2020,11,21,9.26,3.35,2.92,0
32.75,-98.25,2020,11,21,9.65,3.28,2.92,0
32.75,-97.75,2020,11,21,10.2,3.25,3.17,0
32.75,-97.25,2020,11,21,10.74,3.29,3.17,0
32.75,-96.75,2020,11,21,11.05,3.34,2.92,0
33.25,-101.25,2020,11,21,8.03,2.7,3.4,0
33.25,-100.75,2020,11,21,8.12,2.41,3.03,0
33.25,-100.25,2020,11,21,8.3,2.33,3.03,0
33.25,-99.75,2020,11,21,8.61,2.37,2.83,0
33.25,-99.25,2020,11,21,9,2.54,2.83,0
33.25,-98.75,2020,11,21,9.36,2.83,2.3,0
33.25,-98.25,2020,11,21,9.66,2.96,2.3,0
33.25,-97.75,2020,11,21,10.13,3.06,2.1,0.01
33.25,-97.25,2020,11,21,10.69,3.26,2.1,0.01
33.25,-96.75,2020,11,21,11.12,3.37,2.37,0.03
33.75,-101.25,2020,11,21,7.47,2.85,3.4,0
33.75,-100.75,2020,11,21,7.46,2.59,3.03,0
33.75,-100.25,2020,11,21,7.6,2.41,3.03,0
33.75,-99.75,2020,11,21,7.99,2.16,2.83,0
33.75,-99.25,2020,11,21,8.59,1.97,2.83,0.02
33.75,-98.75,2020,11,21,9.3,2.1,2.3,0.05
33.75,-98.25,2020,11,21,9.67,2.47,2.3,0.08
33.75,-97.75,2020,11,21,10.01,2.77,2.1,0.08
33.75,-97.25,2020,11,21,10.49,3.08,2.1,0.12
33.75,-96.75,2020,11,21,10.97,3.17,2.37,0.27
34.25,-101.25,2020,11,21,6.86,2.9,2.12,0
34.25,-100.75,2020,11,21,6.76,2.75,2.48,0.01
34.25,-100.25,2020,11,21,6.85,2.81,2.48,0.02
34.25,-99.75,2020,11,21,7.19,2.82,2.38,0.04
34.25,-99.25,2020,11,21,7.82,2.65,2.38,0.07
34.25,-98.75,2020,11,21,8.73,2.29,2.09,0.18
34.25,-98.25,2020,11,21,9.45,2.36,2.09,0.34
34.25,-97.75,2020,11,21,9.82,2.88,1.88,0.38
34.25,-97.25,2020,11,21,10.24,3.19,1.88,0.61
34.25,-96.75,2020,11,21,10.64,3.2,1.43,1.21
34.75,-101.25,2020,11,21,6.41,2.84,2.12,0.04
34.75,-100.75,2020,11,21,6.27,2.9,2.48,0.09
34.75,-100.25,2020,11,21,6.33,3.13,2.48,0.15
34.75,-99.75,2020,11,21,6.61,3.35,2.38,0.2
34.75,-99.25,2020,11,21,7.12,3.27,2.38,0.24
34.75,-98.75,2020,11,21,7.84,2.91,2.09,0.35
34.75,-98.25,2020,11,21,8.72,2.35,2.09,0.67
34.75,-97.75,2020,11,21,9.41,2.39,1.88,0.83
34.75,-97.25,2020,11,21,10.05,2.95,1.88,1.2
34.75,-96.75,2020,11,21,10.41,3.27,1.43,2.11
35.25,-101.25,2020,11,21,5.88,2.61,1.08,0.14
35.25,-100.75,2020,11,21,5.78,2.87,1.22,0.29
35.25,-100.25,2020,11,21,5.9,3.29,1.22,0.48
35.25,-99.75,2020,11,21,6.17,3.51,1.22,0.61
35.25,-99.25,2020,11,21,6.57,3.51,1.22,0.65
35.25,-98.75,2020,11,21,7.07,3.35,0.99,0.69
35.25,-98.25,2020,11,21,7.74,2.97,0.99,0.97
35.25,-97.75,2020,11,21,8.5,2.49,1.04,1.23
35.25,-97.25,2020,11,21,9.4,2.24,1.04,1.42
35.25,-96.75,2020,11,21,10.05,2.76,0.96,2.03
35.75,-101.25,2020,11,21,5.21,2.58,1.08,0.18
35.75,-100.75,2020,11,21,5.24,2.92,1.22,0.44
35.75,-100.25,2020,11,21,5.45,3.27,1.22,0.82
35.75,-99.75,2020,11,21,5.75,3.52,1.22,1.16
35.75,-99.25,2020,11,21,6.11,3.65,1.22,1.36
35.75,-98.75,2020,11,21,6.49,3.69,0.99,1.43
35.75,-98.25,2020,11,21,6.95,3.46,0.99,1.74
35.75,-97.75,2020,11,21,7.51,3.27,1.04,2.33
35.75,-97.25,2020,11,21,8.27,2.75,1.04,2.4
35.75,-96.75,2020,11,21,8.95,2.27,0.96,2.85
36.25,-101.25,2020,11,21,4.72,2.57,1.85,0.13
36.25,-100.75,2020,11,21,4.88,2.93,1.34,0.44
36.25,-100.25,2020,11,21,5.13,3.19,1.34,1.02
36.25,-99.75,2020,11,21,5.43,3.41,1.04,1.72
36.25,-99.25,2020,11,21,5.77,3.61,1.04,2.5
36.25,-98.75,2020,11,21,6.11,3.79,0.7,3.44
36.25,-98.25,2020,11,21,6.39,3.72,0.7,4.69
36.25,-97.75,2020,11,21,6.74,3.68,0.73,4.92
36.25,-97.25,2020,11,21,7.17,3.62,0.73,5.28
36.25,-96.75,2020,11,21,7.58,3.35,0.72,7.12
36.75,-101.25,2020,11,21,4.48,2.5,1.85,0.23
36.75,-100.75,2020,11,21,4.67,2.9,1.34,0.59
36.75,-100.25,2020,11,21,4.91,3.15,1.34,1.24
36.75,-99.75,2020,11,21,5.18,3.38,1.04,2.08
36.75,-99.25,2020,11,21,5.47,3.66,1.04,3.16
36.75,-98.75,2020,11,21,5.78,3.95,0.7,4.56
36.75,-98.25,2020,11,21,6,4.01,0.7,6.19
36.75,-97.75,2020,11,21,6.14,4.07,0.73,6
36.75,-97.25,2020,11,21,6.33,4.3,0.73,6.78
36.75,-96.75,2020,11,21,6.54,4.52,0.72,9.78
37.25,-101.25,2020,11,21,4.37,2.51,1.58,1.19
37.25,-100.75,2020,11,21,4.47,2.92,0.9,2.12
37.25,-100.25,2020,11,21,4.64,3.25,0.9,2.95
37.25,-99.75,2020,11,21,4.85,3.6,0.62,3.63
37.25,-99.25,2020,11,21,5.08,4,0.62,4.25
37.25,-98.75,2020,11,21,5.34,4.38,0.58,5.04
37.25,-98.25,2020,11,21,5.55,4.51,0.58,5.68
37.25,-97.75,2020,11,21,5.69,4.68,0.5,5.91
37.25,-97.25,2020,11,21,5.77,5.09,0.5,6.65
37.25,-96.75,2020,11,21,5.84,5.52,0.58,8.66
32.75,-101.25,2020,11,22,7.22,5.06,1.02,0.04
32.75,-100.75,2020,11,22,7.14,4.78,1.16,0.02
32.75,-100.25,2020,11,22,7.1,4.62,1.16,0.02
32.75,-99.75,2020,11,22,7.1,4.57,1.21,0.03
32.75,-99.25,2020,11,22,7.14,4.57,1.21,0.05
32.75,-98.75,2020,11,22,7.22,4.58,1.5,0.06
32.75,-98.25,2020,11,22,7.34,4.51,1.5,0.07
32.75,-97.75,2020,11,22,7.48,4.49,1.92,0.05
32.75,-97.25,2020,11,22,7.78,4.47,1.92,0.07
32.75,-96.75,2020,11,22,7.9,4.54,2.03,0.19
33.25,-101.25,2020,11,22,6.76,5.05,0.98,0.03
33.25,-100.75,2020,11,22,6.68,4.78,1.07,0.02
33.25,-100.25,2020,11,22,6.66,4.66,1.07,0.03
33.25,-99.75,2020,11,22,6.7,4.56,1.1,0.06
33.25,-99.25,2020,11,22,6.78,4.44,1.1,0.11
33.25,-98.75,2020,11,22,6.88,4.31,1.19,0.19
33.25,-98.25,2020,11,22,6.99,4.25,1.19,0.33
33.25,-97.75,2020,11,22,7.1,4.24,1.27,0.34
33.25,-97.25,2020,11,22,7.4,4.3,1.27,0.41
33.25,-96.75,2020,11,22,7.51,4.47,1.08,0.65
33.75,-101.25,2020,11,22,6.29,5,0.98,0.03
33.75,-100.75,2020,11,22,6.18,4.77,1.07,0.05
33.75,-100.25,2020,11,22,6.18,4.75,1.07,0.13
33.75,-99.75,2020,11,22,6.24,4.68,1.1,0.3
33.75,-99.25,2020,11,22,6.33,4.54,1.1,0.58
33.75,-98.75,2020,11,22,6.42,4.42,1.19,0.92
33.75,-98.25,2020,11,22,6.52,4.4,1.19,1.27
33.75,-97.75,2020,11,22,6.6,4.41,1.27,1.37
33.75,-97.25,2020,11,22,6.87,4.52,1.27,1.6
33.75,-96.75,2020,11,22,7.02,4.66,1.08,2.03
34.25,-101.25,2020,11,22,5.83,4.8,1.34,0.12
34.25,-100.75,2020,11,22,5.74,4.66,1.63,0.25
34.25,-100.25,2020,11,22,5.75,4.67,1.63,0.58
34.25,-99.75,2020,11,22,5.83,4.67,1.53,1.16
34.25,-99.25,2020,11,22,5.92,4.63,1.53,1.92
34.25,-98.75,2020,11,22,6,4.61,1.25,2.7
34.25,-98.25,2020,11,22,6.09,4.63,1.25,3.34
34.25,-97.75,2020,11,22,6.17,4.63,1.47,3.65
34.25,-97.25,2020,11,22,6.36,4.76,1.47,3.98
34.25,-96.75,2020,11,22,6.46,4.86,1.05,4.36
34.75,-101.25,2020,11,22,5.4,4.7,1.34,0.35
34.75,-100.75,2020,11,22,5.37,4.68,1.63,0.86
34.75,-100.25,2020,11,22,5.43,4.67,1.63,1.74
34.75,-99.75,2020,11,22,5.52,4.66,1.53,2.86
34.75,-99.25,2020,11,22,5.61,4.67,1.53,4.06
34.75,-98.75,2020,11,22,5.69,4.7,1.25,5.14
34.75,-98.25,2020,11,22,5.79,4.71,1.25,5.9
34.75,-97.75,2020,11,22,5.87,4.73,1.47,6.28
34.75,-97.25,2020,11,22,6.02,4.79,1.47,6.46
34.75,-96.75,2020,11,22,6.08,4.82,1.05,6.45
35.25,-101.25,2020,11,22,4.97,4.95,1.95,0.68
35.25,-100.75,2020,11,22,4.99,4.89,1.99,1.56
35.25,-100.25,2020,11,22,5.09,4.76,1.99,2.74
35.25,-99.75,2020,11,22,5.21,4.64,1.75,3.89
35.25,-99.25,2020,11,22,5.32,4.59,1.75,4.86
35.25,-98.75,2020,11,22,5.41,4.59,1.28,5.61
35.25,-98.25,2020,11,22,5.51,4.57,1.28,5.99
35.25,-97.75,2020,11,22,5.6,4.59,1.69,6.45
35.25,-97.25,2020,11,22,5.75,4.62,1.69,6.5
35.25,-96.75,2020,11,22,5.81,4.63,1.71,6.01
35.75,-101.25,2020,11,22,4.53,5.02,1.95,0.71
35.75,-100.75,2020,11,22,4.58,4.93,1.99,1.43
35.75,-100.25,2020,11,22,4.69,4.76,1.99,2.13
35.75,-99.75,2020,11,22,4.83,4.59,1.75,2.62
35.75,-99.25,2020,11,22,4.97,4.45,1.75,2.86
35.75,-98.75,2020,11,22,5.09,4.32,1.28,3.01
35.75,-98.25,2020,11,22,5.2,4.2,1.28,3.15
35.75,-97.75,2020,11,22,5.28,4.17,1.69,3.73
35.75,-97.25,2020,11,22,5.44,4.23,1.69,4.35
35.75,-96.75,2020,11,22,5.52,4.3,1.71,4.04
36.25,-101.25,2020,11,22,4.11,4.74,2.85,0.32
36.25,-100.75,2020,11,22,4.18,4.71,2.61,0.55
36.25,-100.25,2020,11,22,4.3,4.58,2.61,0.68
36.25,-99.75,2020,11,22,4.46,4.4,2.37,0.71
36.25,-99.25,2020,11,22,4.63,4.17,2.37,0.67
36.25,-98.75,2020,11,22,4.78,3.93,1.92,0.65
36.25,-98.25,2020,11,22,4.85,3.77,1.92,0.75
36.25,-97.75,2020,11,22,4.9,3.72,1.85,1.07
36.25,-97.25,2020,11,22,5.06,3.79,1.85,1.71
36.25,-96.75,2020,11,22,5.17,3.85,1.73,1.78
36.75,-101.25,2020,11,22,3.73,4.39,2.85,0.04
36.75,-100.75,2020,11,22,3.83,4.26,2.61,0.03
36.75,-100.25,2020,11,22,3.98,4.12,2.61,0.03
36.75,-99.75,2020,11,22,4.14,4,2.37,0.04
36.75,-99.25,2020,11,22,4.27,3.86,2.37,0.06
36.75,-98.75,2020,11,22,4.39,3.64,1.92,0.09
36.75,-98.25,2020,11,22,4.44,3.47,1.92,0.12
36.75,-97.75,2020,11,22,4.49,3.46,1.85,0.14
36.75,-97.25,2020,11,22,4.64,3.65,1.85,0.19
36.75,-96.75,2020,11,22,4.73,3.76,1.73,0.2
37.25,-101.25,2020,11,22,3.37,4.1,3.24,0.01
37.25,-100.75,2020,11,22,3.53,3.9,3.31,0.01
37.25,-100.25,2020,11,22,3.7,3.78,3.31,0.01
37.25,-99.75,2020,11,22,3.83,3.74,3.29,0.03
37.25,-99.25,2020,11,22,3.92,3.72,3.29,0.07
37.25,-98.75,2020,11,22,4.03,3.58,3.15,0.17
37.25,-98.25,2020,11,22,4.1,3.43,3.15,0.27
37.25,-97.75,2020,11,22,4.15,3.43,2.94,0.28
37.25,-97.25,2020,11,22,4.3,3.7,2.94,0.26
37.25,-96.75,2020,11,22,4.36,3.92,2.34,0.21
32.75,-101.25,2020,11,23,7.54,6.48,1.31,0.17
32.75,-100.75,2020,11,23,7.41,6.33,2.17,0.07
32.75,-100.25,2020,11,23,7.32,6.14,2.17,0.02
32.75,-99.75,2020,11,23,7.24,5.9,1.94,0
32.75,-99.25,2020,11,23,7.14,5.61,1.94,0
32.75,-98.75,2020,11,23,6.99,5.19,1.79,0.01
32.75,-98.25,2020,11,23,6.88,4.61,1.79,0.01
32.75,-97.75,2020,11,23,6.83,3.99,1.95,0.01
32.75,-97.25,2020,11,23,6.67,3.49,1.95,0.01
32.75,-96.75,2020,11,23,6.58,3.31,2.37,0.01
33.25,-101.25,2020,11,23,7.37,6.02,0.95,0.25
33.25,-100.75,2020,11,23,7.26,5.95,1.41,0.13
33.25,-100.25,2020,11,23,7.18,5.85,1.41,0.05
33.25,-99.75,2020,11,23,7.1,5.73,1.91,0.02
33.25,-99.25,2020,11,23,6.99,5.56,1.91,0.01
33.25,-98.75,2020,11,23,6.84,5.27,1.64,0.01
33.25,-98.25,2020,11,23,6.71,4.87,1.64,0.01
33.25,-97.75,2020,11,23,6.61,4.32,1.9,0.01
33.25,-97.25,2020,11,23,6.37,3.87,1.9,0.01
33.25,-96.75,2020,11,23,6.18,3.79,2.71,0.02
33.75,-101.25,2020,11,23,7.22,5.94,0.95,0.26
33.75,-100.75,2020,11,23,7.12,5.77,1.41,0.16
33.75,-100.25,2020,11,23,7.03,5.66,1.41,0.09
33.75,-99.75,2020,11,23,6.94,5.59,1.91,0.05
33.75,-99.25,2020,11,23,6.83,5.48,1.91,0.03
33.75,-98.75,2020,11,23,6.69,5.21,1.64,0.01
33.75,-98.25,2020,11,23,6.56,4.91,1.64,0.01
33.75,-97.75,2020,11,23,6.39,4.59,1.9,0.01
33.75,-97.25,2020,11,23,6.05,4.28,1.9,0.01
33.75,-96.75,2020,11,23,5.78,4.19,2.71,0.02
34.25,-101.25,2020,11,23,7.1,6.01,0.96,0.27
34.25,-100.75,2020,11,23,6.98,5.7,1.53,0.19
34.25,-100.25,2020,11,23,6.88,5.62,1.53,0.14
34.25,-99.75,2020,11,23,6.78,5.61,1.64,0.09
34.25,-99.25,2020,11,23,6.67,5.54,1.64,0.06
34.25,-98.75,2020,11,23,6.54,5.23,1.09,0.04
34.25,-98.25,2020,11,23,6.41,4.96,1.09,0.02
34.25,-97.75,2020,11,23,6.17,4.82,1.79,0.01
34.25,-97.25,2020,11,23,5.74,4.62,1.79,0.01
34.25,-96.75,2020,11,23,5.43,4.47,2.93,0.02
34.75,-101.25,2020,11,23,6.99,6.23,0.96,0.41
34.75,-100.75,2020,11,23,6.87,5.92,1.53,0.33
34.75,-100.25,2020,11,23,6.75,5.84,1.53,0.23
34.75,-99.75,2020,11,23,6.63,5.82,1.64,0.14
34.75,-99.25,2020,11,23,6.51,5.74,1.64,0.09
34.75,-98.75,2020,11,23,6.4,5.52,1.09,0.07
34.75,-98.25,2020,11,23,6.26,5.28,1.09,0.04
34.75,-97.75,2020,11,23,5.96,5.15,1.79,0.03
34.75,-97.25,2020,11,23,5.52,4.91,1.79,0.02
34.75,-96.75,2020,11,23,5.22,4.74,2.93,0.01
35.25,-101.25,2020,11,23,6.9,7.04,0.68,0.59
35.25,-100.75,2020,11,23,6.76,6.82,1.07,0.49
35.25,-100.25,2020,11,23,6.62,6.59,1.07,0.3
35.25,-99.75,2020,11,23,6.48,6.36,1.26,0.16
35.25,-99.25,2020,11,23,6.35,6.14,1.26,0.1
35.25,-98.75,2020,11,23,6.26,5.93,1.06,0.09
35.25,-98.25,2020,11,23,6.11,5.73,1.06,0.07
35.25,-97.75,2020,11,23,5.79,5.53,1.67,0.06
35.25,-97.25,2020,11,23,5.36,5.17,1.67,0.03
35.25,-96.75,2020,11,23,5.12,4.93,2.8,0.02
35.75,-101.25,2020,11,23,6.83,7.71,0.68,0.49
35.75,-100.75,2020,11,23,6.66,7.61,1.07,0.39
35.75,-100.25,2020,11,23,6.5,7.41,1.07,0.24
35.75,-99.75,2020,11,23,6.34,7.16,1.26,0.13
35.75,-99.25,2020,11,23,6.2,6.85,1.26,0.1
35.75,-98.75,2020,11,23,6.11,6.48,1.06,0.13
35.75,-98.25,2020,11,23,5.97,6.11,1.06,0.14
35.75,-97.75,2020,11,23,5.64,5.85,1.67,0.13
35.75,-97.25,2020,11,23,5.22,5.43,1.67,0.07
35.75,-96.75,2020,11,23,5.03,5.18,2.8,0.03
36.25,-101.25,2020,11,23,6.73,8.07,1.14,0.18
36.25,-100.75,2020,11,23,6.58,8.02,0.91,0.13
36.25,-100.25,2020,11,23,6.4,7.95,0.91,0.1
36.25,-99.75,2020,11,23,6.22,7.73,1.17,0.09
36.25,-99.25,2020,11,23,6.08,7.31,1.17,0.14
36.25,-98.75,2020,11,23,6,6.72,0.93,0.28
36.25,-98.25,2020,11,23,5.84,6.24,0.93,0.25
36.25,-97.75,2020,11,23,5.49,5.99,1.26,0.31
36.25,-97.25,2020,11,23,5.07,5.6,1.26,0.21
36.25,-96.75,2020,11,23,4.91,5.37,2.37,0.08
36.75,-101.25,2020,11,23,6.63,8.64,1.14,0.01
36.75,-100.75,2020,11,23,6.5,8.38,0.91,0.01
36.75,-100.25,2020,11,23,6.33,8.13,0.91,0.02
36.75,-99.75,2020,11,23,6.15,7.75,1.17,0.05
36.75,-99.25,2020,11,23,5.98,7.21,1.17,0.13
36.75,-98.75,2020,11,23,5.86,6.55,0.93,0.31
36.75,-98.25,2020,11,23,5.65,6.24,0.93,0.27
36.75,-97.75,2020,11,23,5.28,6.09,1.26,0.34
36.75,-97.25,2020,11,23,4.83,5.7,1.26,0.25
36.75,-96.75,2020,11,23,4.67,5.41,2.37,0.1
37.25,-101.25,2020,11,23,6.54,9.19,2.19,0.01
37.25,-100.75,2020,11,23,6.41,8.69,0.93,0.03
37.25,-100.25,2020,11,23,6.25,8.25,0.93,0.06
37.25,-99.75,2020,11,23,6.05,7.83,0.84,0.1
37.25,-99.25,2020,11,23,5.84,7.39,0.84,0.17
37.25,-98.75,2020,11,23,5.66,6.85,0.7,0.27
37.25,-98.25,2020,11,23,5.4,6.48,0.7,0.23
37.25,-97.75,2020,11,23,5.04,6.29,0.85,0.29
37.25,-97.25,2020,11,23,4.55,5.81,0.85,0.22
37.25,-96.75,2020,11,23,4.34,5.47,0.99,0.09
32.75,-101.25,2020,11,24,5.88,8.31,3.78,0.04
32.75,-100.75,2020,11,24,6.3,8.59,3.73,0.03
32.75,-100.25,2020,11,24,6.75,8.4,3.73,0.03
32.75,-99.75,2020,11,24,7.29,7.98,3.67,0.11
32.75,-99.25,2020,11,24,7.89,7.46,3.67,0.54
32.75,-98.75,2020,11,24,8.49,6.9,3.26,1.8
32.75,-98.25,2020,11,24,9.42,6.79,3.26,5.19
32.75,-97.75,2020,11,24,10.24,6.85,1.53,6.07
32.75,-97.25,2020,11,24,11.07,6.87,1.53,7.3
32.75,-96.75,2020,11,24,11.45,6.96,1,9.42
33.25,-101.25,2020,11,24,5.79,8.21,3.61,0.07
33.25,-100.75,2020,11,24,6.15,8.57,3.6,0.08
33.25,-100.25,2020,11,24,6.56,8.42,3.6,0.09
33.25,-99.75,2020,11,24,7.02,8.03,3.5,0.15
33.25,-99.25,2020,11,24,7.54,7.61,3.5,0.45
33.25,-98.75,2020,11,24,8.09,7.24,2.91,1.36
33.25,-98.25,2020,11,24,9.04,7.22,2.91,4.49
33.25,-97.75,2020,11,24,9.84,7.22,1.46,5.58
33.25,-97.25,2020,11,24,10.62,7.15,1.46,7.58
33.25,-96.75,2020,11,24,10.94,7.18,0.73,10.72
33.75,-101.25,2020,11,24,5.73,8.17,3.61,0.11
33.75,-100.75,2020,11,24,6.06,8.35,3.6,0.22
33.75,-100.25,2020,11,24,6.41,8.23,3.6,0.35
33.75,-99.75,2020,11,24,6.82,8.06,3.5,0.51
33.75,-99.25,2020,11,24,7.31,7.9,3.5,0.85
33.75,-98.75,2020,11,24,7.89,7.7,2.91,1.63
33.75,-98.25,2020,11,24,8.78,7.62,2.91,4.13
33.75,-97.75,2020,11,24,9.51,7.55,1.46,5.76
33.75,-97.25,2020,11,24,10.17,7.41,1.46,8.59
33.75,-96.75,2020,11,24,10.34,7.28,0.73,12.27
34.25,-101.25,2020,11,24,5.74,8.31,3.4,0.21
34.25,-100.75,2020,11,24,6.01,8.21,3.23,0.53
34.25,-100.25,2020,11,24,6.31,8.15,3.23,0.92
34.25,-99.75,2020,11,24,6.72,8.18,2.92,1.35
34.25,-99.25,2020,11,24,7.26,8.2,2.92,1.93
34.25,-98.75,2020,11,24,7.88,8.08,2.04,2.89
34.25,-98.25,2020,11,24,8.64,7.96,2.04,4.63
34.25,-97.75,2020,11,24,9.25,7.83,0.89,6.29
34.25,-97.25,2020,11,24,9.73,7.7,0.89,9.12
34.25,-96.75,2020,11,24,9.72,7.55,0.64,12.67
34.75,-101.25,2020,11,24,5.83,8.24,3.4,0.61
34.75,-100.75,2020,11,24,6.05,8.21,3.23,1.13
34.75,-100.25,2020,11,24,6.33,8.22,3.23,1.9
34.75,-99.75,2020,11,24,6.74,8.28,2.92,2.83
34.75,-99.25,2020,11,24,7.29,8.32,2.92,3.82
34.75,-98.75,2020,11,24,7.91,8.24,2.04,4.76
34.75,-98.25,2020,11,24,8.54,8.25,2.04,5.95
34.75,-97.75,2020,11,24,9.01,8.2,0.89,6.89
34.75,-97.25,2020,11,24,9.33,8.15,0.89,8.74
34.75,-96.75,2020,11,24,9.17,8.09,0.64,11.72
35.25,-101.25,2020,11,24,6.05,7.78,2.3,1.45
35.25,-100.75,2020,11,24,6.21,8.26,2.41,2.02
35.25,-100.25,2020,11,24,6.46,8.5,2.41,3.15
35.25,-99.75,2020,11,24,6.85,8.54,2,4.86
35.25,-99.25,2020,11,24,7.36,8.42,2,6.71
35.25,-98.75,2020,11,24,7.9,8.26,1.17,7.84
35.25,-98.25,2020,11,24,8.43,8.35,1.17,8.11
35.25,-97.75,2020,11,24,8.8,8.4,0.85,8.52
35.25,-97.25,2020,11,24,9,8.38,0.85,9.28
35.25,-96.75,2020,11,24,8.74,8.39,0.59,10.95
35.75,-101.25,2020,11,24,6.21,7.17,2.3,2.53
35.75,-100.75,2020,11,24,6.37,7.91,2.41,3.13
35.75,-100.25,2020,11,24,6.6,8.48,2.41,4.27
35.75,-99.75,2020,11,24,6.92,8.75,2,6.25
35.75,-99.25,2020,11,24,7.35,8.69,2,8.9
35.75,-98.75,2020,11,24,7.83,8.4,1.17,11.56
35.75,-98.25,2020,11,24,8.32,8.26,1.17,12.17
35.75,-97.75,2020,11,24,8.62,8.18,0.85,12.76
35.75,-97.25,2020,11,24,8.73,8.15,0.85,13.28
35.75,-96.75,2020,11,24,8.41,8.29,0.59,13.9
36.25,-101.25,2020,11,24,6.12,6.86,1,3.54
36.25,-100.75,2020,11,24,6.37,7.46,1.52,5.07
36.25,-100.25,2020,11,24,6.61,8.11,1.52,6
36.25,-99.75,2020,11,24,6.91,8.56,1.55,6.93
36.25,-99.25,2020,11,24,7.3,8.65,1.55,8.87
36.25,-98.75,2020,11,24,7.77,8.28,0.77,13.24
36.25,-98.25,2020,11,24,8.2,7.97,0.77,16.49
36.25,-97.75,2020,11,24,8.44,7.78,0.59,16.67
36.25,-97.25,2020,11,24,8.47,7.73,0.59,17.33
36.25,-96.75,2020,11,24,8.12,7.93,0.26,18.95
36.75,-101.25,2020,11,24,5.85,6.77,1,3.55
36.75,-100.75,2020,11,24,6.22,7.07,1.52,6.4
36.75,-100.25,2020,11,24,6.53,7.51,1.52,8.25
36.75,-99.75,2020,11,24,6.86,7.81,1.55,9.05
36.75,-99.25,2020,11,24,7.24,7.85,1.55,9.86
36.75,-98.75,2020,11,24,7.7,7.67,0.77,12.87
36.75,-98.25,2020,11,24,8.04,7.6,0.77,16.35
36.75,-97.75,2020,11,24,8.24,7.54,0.59,16.17
36.75,-97.25,2020,11,24,8.24,7.5,0.59,17.06
36.75,-96.75,2020,11,24,7.88,7.66,0.26,19.99
37.25,-101.25,2020,11,24,5.48,6.8,0.77,2.85
37.25,-100.75,2020,11,24,5.92,6.58,0.6,5.84
37.25,-100.25,2020,11,24,6.3,6.87,0.6,9.26
37.25,-99.75,2020,11,24,6.64,7.24,0.44,12.03
37.25,-99.25,2020,11,24,7,7.48,0.44,13.8
37.25,-98.75,2020,11,24,7.41,7.54,0.45,14.92
37.25,-98.25,2020,11,24,7.76,7.46,0.45,14.25
37.25,-97.75,2020,11,24,7.97,7.38,0.69,15.23
37.25,-97.25,2020,11,24,7.99,7.4,0.69,15.89
37.25,-96.75,2020,11,24,7.67,7.61,0.47,16.73
32.75,-101.25,2020,11,25,3.21,3.57,3.87,0
32.75,-100.75,2020,11,25,3.32,3.42,3.88,0
32.75,-100.25,2020,11,25,3.4,3.42,3.88,0
32.75,-99.75,2020,11,25,3.45,3.49,3.86,0
32.75,-99.25,2020,11,25,3.48,3.61,3.86,0
32.75,-98.75,2020,11,25,3.51,3.83,3.83,0
32.75,-98.25,2020,11,25,3.6,3.98,3.83,0
32.75,-97.75,2020,11,25,3.77,4.07,3.8,0
32.75,-97.25,2020,11,25,4.06,4.28,3.8,0.01
32.75,-96.75,2020,11,25,4.4,4.29,3.76,0.05
33.25,-101.25,2020,11,25,3.01,4.13,3.7,0
33.25,-100.75,2020,11,25,3.11,3.84,3.75,0
33.25,-100.25,2020,11,25,3.21,3.69,3.75,0
33.25,-99.75,2020,11,25,3.29,3.72,3.73,0
33.25,-99.25,2020,11,25,3.34,3.9,3.73,0
33.25,-98.75,2020,11,25,3.38,4.1,3.7,0
33.25,-98.25,2020,11,25,3.45,4.19,3.7,0
33.25,-97.75,2020,11,25,3.63,4.24,3.67,0
33.25,-97.25,2020,11,25,3.93,4.48,3.67,0
33.25,-96.75,2020,11,25,4.26,4.51,3.62,0.02
33.75,-101.25,2020,11,25,2.86,4.63,3.7,0
33.75,-100.75,2020,11,25,2.96,4.28,3.75,0
33.75,-100.25,2020,11,25,3.06,4.04,3.75,0
33.75,-99.75,2020,11,25,3.16,4.02,3.73,0
33.75,-99.25,2020,11,25,3.25,4.15,3.73,0
33.75,-98.75,2020,11,25,3.32,4.27,3.7,0
33.75,-98.25,2020,11,25,3.4,4.28,3.7,0
33.75,-97.75,2020,11,25,3.54,4.4,3.67,0
33.75,-97.25,2020,11,25,3.82,4.7,3.67,0
33.75,-96.75,2020,11,25,4.15,4.66,3.62,0.01
34.25,-101.25,2020,11,25,2.8,4.93,3.69,0
